disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
1935,Severe Storm(s),IL,Cook (County),DOLTON,60419,1,2457,1423,3496613,71,1,16,4,1,1154,4122086,2868917,1011888,241281,1,53,11,3,434149dbcf759764e15c34bfc15d80da,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELMWOODPARK,60707,1,2024,1,2024,0,1,0,0,0,1,2024,869,0,1155,1,0,0,0,dfc61bc16cd022604ee5acdcafcb0dff,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HILLSIDE,60155,1,57,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c59f321533692041a2ff6b64178beb56,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HARDWOOD HEIGHTS,60706,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,840044988f3962c64a5b92530b42bd77,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),FOREST PARK,60130,685,2738,620,1697381,24,587,8,1,0,550,1590932,1425555,82052,83325,536,14,0,0,f486a20139f947b08126c9a72ce15b28,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MAYWOOD,60153,2,3745,2627,9837251,58,2,82,6,1,2464,10828515,8378771,1458399,991345,2,154,17,9,a054fb8e0abee341baf9320a19875a77,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MELROSE PK,60164,1,4078,1,4078,0,1,0,0,0,1,4078,4078,0,0,1,0,0,0,032385e72984dd79e93620a3e35f89b4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),JUSTICE,60458,30,4625,29,134135,2,25,1,0,1,18,109506,104392,4064,1050,16,1,1,1,540ac6cfa394d651cc8721e84ab9590b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LISLE,60532,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6cb77abe1074ed6e3de4f350d6f17575,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),NORRIDGE,60706,29,2300,29,66711,1,28,0,0,0,27,56412,51943,1808,2661,27,0,0,0,942a1ca9addc5f252a00c44701c0e60b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),OAK PARK,60302,310,2276,300,682849,8,289,3,0,0,275,644542,551847,66447,26248,269,5,1,0,6d650593bd8e5a896868dc9e261046fb,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PALOS HILLS,60465,13,3057,13,39742,0,13,0,0,0,10,34327,29376,2480,2471,10,0,0,0,e6f0e56d7222b138aecaf4c5d1ec99ff,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RICHTON PARK,60466,1,1092,1,1092,0,1,0,0,0,1,870,870,0,0,1,0,0,0,59aadc550bae902dc364a086cb7dd0d6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ROBBINS,60472,109,1955,102,199395,20,78,3,1,0,56,239824,157106,66554,16164,52,2,2,0,ef176027c7abb449a3804bf1623633cc,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHCAGO,60617,1,170,1,170,0,1,0,0,0,1,170,170,0,0,1,0,0,0,12a5bb36ef88dd39d2c4b8704da088ec,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60616,161,2022,147,297163,10,132,5,0,0,112,290594,252662,19192,18740,106,6,0,0,9387ba6cb836baacdfb91101927818ac,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,66019,1,954,1,954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54fa371810c278ab53601b9b054a58d3,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ALSLIP,60803,1,3309,1,3309,0,1,0,0,0,1,2625,2625,0,0,1,0,0,0,d5ba48d44c55448810f7146a1031dfc4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHGO,60643,2,1377,2,2753,1,1,0,0,0,1,2753,2137,0,616,1,0,0,0,92f76bab5eebf739e59ed3145054de0d,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60626,12,3510,11,38615,5,5,0,1,0,6,63229,30479,32750,0,3,3,0,0,27778483221ec97e0ef9cf3b73151f74,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO RIDGE,60415,12,1753,12,21032,0,12,0,0,0,11,21695,19206,2030,459,11,0,0,0,9d2a1f1174019bd7f6f8806f6ed321f8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BELLWODD,60104,1,2672,1,2672,0,1,0,0,0,1,2446,2446,0,0,1,0,0,0,397302a597e78fef26e05b278fc9ca4c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICACO,60628,1,7361,1,7361,0,1,0,0,0,1,7204,7204,0,0,1,0,0,0,ade0d004b39aacd5c54406a44e243ecd,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60638,2,2581,2467,6367274,93,2,42,1,0,2174,5486924,4981768,197900,307256,2,39,1,0,b33a1e601e2ad503eca90234d6251951,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICGO,60638,1,879,1,879,0,1,0,0,0,1,2909,879,2030,0,1,0,0,0,d313f6f440819eb4cad61cd02a825c06,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BRIDGEVIEW,60455,52,3567,52,185496,4,46,2,0,0,45,158325,148639,3612,6075,43,2,0,0,a4ee4d9d775c7c703ad71806dc2b73fc,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMET CITY,60647,1,2469,1,2469,0,1,0,0,0,1,22109,2469,19640,0,0,1,0,0,232c8ff3be0eabe91a8fb03ca50786c0,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60606,2,1633,2,3267,1,1,0,0,0,1,2829,2829,0,0,1,0,0,0,8f6d23ea15e00b691e72f97e6afa7d7d,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60673,1,4017,1,4017,0,1,0,0,0,1,10001,9083,0,918,0,1,0,0,0b86d67db81c5f304d6cf10d459448d4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),DES PLAINES,60016,66,3083,64,197281,7,53,4,0,0,31,129654,104420,16813,8421,26,5,0,0,9f4768ba62c2f4e7584e5ea9de9ec815,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60192,3,980,3,2939,0,3,0,0,0,2,1966,1766,0,200,2,0,0,0,6df350ff6d9fcf81f1114c548281053d,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),GLENCOE,60022,1,2089,1,2089,0,1,0,0,0,1,2089,2089,0,0,1,0,0,0,7933de1bc6d3eee3c8ab7cdf938259c6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELK GROVE,60007,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0abd266294ef40ad7b476d79c03f71c8,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),LAGRANGE PARK,60526,4,1595,4,6378,0,4,0,0,0,3,4630,4430,0,200,3,0,0,0,717d4528653a72e54c5111691c209930,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),EVERGREEN PARK,60805,429,1712,419,717373,20,398,1,0,0,349,664452,577400,60468,26584,346,3,0,0,c1461afe178c5ed4602186393f6d7036,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LYONS,60534,71,2816,71,199928,4,67,0,0,0,62,168769,161031,0,7738,62,0,0,0,25dfb9fa88ff6e6d594e41f59d78bac9,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MC COOK,60525,2,1212,2,2424,0,2,0,0,0,2,2190,2190,0,0,2,0,0,0,aa499e4c65b6e95349980863ce625360,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHIC AGO,60649,1,5312,1,5312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6349d9338533b09601cbd17be60bb925,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60649,1,2566,1066,2735646,59,987,16,4,0,931,2655144,2291050,249906,114189,898,29,4,0,2ded7d1e09f03275fb05471e20c8720e,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PARK RIDGE,60068,35,2311,35,80880,2,33,0,0,0,28,67046,61775,4612,659,28,0,0,0,b4c55215750fd10c803e949eba1e5b46,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),N RIVERSIDE,60546,9,3139,9,28250,0,9,0,0,0,8,26503,23812,2032,659,8,0,0,0,e5639b120775a0350e8f00657cd4d1b7,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ORLAND PARK,60462,30,2299,28,64359,5,22,1,0,0,17,90419,75089,14538,792,14,3,0,0,b2a6cfbdb7ef032f5f55806a3c1022a6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RIVERDALE,60827,771,1802,742,1336764,69,666,7,0,0,551,1686480,1075527,506382,104571,520,26,5,0,09f996a1c5b343b8c43383b6e55dc582,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CICERO,60804,5,3664,4954,18152103,120,4,183,18,0,4601,16993983,14385766,629196,1979021,4,187,9,3,329ff20a6ae15ed3f957f21f9e25f6db,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HARWOOD HTS,60706,1,900,1,900,0,1,0,0,0,1,900,900,0,0,1,0,0,0,d53c523c2e7556f8618bd72322241eae,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MORTON GROVE,60005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0abfa00b9d954c7ea9cd1ac92cb11dab,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),ARLINGTON HTS,60004,1,1605,1,1605,0,1,0,0,0,1,1384,1384,0,0,1,0,0,0,851e27808aa208ff57976c14f19aa44b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BURBANK,60459,185,4101,172,705429,14,146,11,0,1,148,660372,623389,6418,30565,137,10,1,1,f3d8511b299ec6bd8176b9202afd9a63,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),BELWOOD,60104,1,5379,1,5379,0,1,0,0,0,1,5126,5126,0,0,1,0,0,0,69536c8ca4037ff906cb9f10abd12a87,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CALUMET PARK,60827,535,2267,526,1192183,39,475,12,0,0,401,1382372,952564,308511,121297,375,26,0,0,6ef14fbbe528cd8a1f9fe66f9381fb4e,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHGO,60617,3,2945,3,8836,0,3,0,0,0,2,7634,5944,0,1690,2,0,0,0,413918e1369471220104741b21480c19,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHIAGO,60617,1,459,1,459,0,1,0,0,0,1,459,0,0,459,1,0,0,0,ac19c767550916a921d3fecad62d3a92,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAG,60638,1,57,1,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,a2a05e362ce2bebf81dbbf3194d3c794,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60155,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,519965640ed62b6383c717e4e0b75e43,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60610,2,4060,2,8120,0,2,0,0,0,2,21827,8657,11624,1546,1,1,0,0,e42f2207aa02b66adbdd6007c75b1401,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60693,1,2752,1,2752,0,1,0,0,0,1,1998,1998,0,0,1,0,0,0,fc510c14175d5cd4d3c9964c63e2f3db,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),DOLTON,60409,1,1147,1,1147,0,1,0,0,0,1,2953,1147,1806,0,1,0,0,0,1eabab4c5e777d91da60730db3d5fd15,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),JOLIET,60431,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72238a8a7aa13c850ba5501474879106,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),OAK LAWN IL,60453,1,1981,1,1981,0,1,0,0,0,1,1981,1981,0,0,1,0,0,0,04ad1c51423bad2bc669f634ed8966b8,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60631,71,1736,71,123273,5,66,0,0,0,63,103906,102070,0,1836,63,0,0,0,1ed5fb820c8e3be90464679105d3d3d1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAO,60639,1,10149,1,10149,0,0,1,0,0,1,8287,8287,0,0,1,0,0,0,26386687490d6605e28e4ebd74574ef9,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),FORD HEIGHTS,60411,60,2163,58,125465,6,50,2,0,0,32,108295,85283,16212,6800,29,3,0,0,10f776d17aa57517866160fb27b463b4,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MATTESON,60443,507,1644,488,802166,129,358,1,0,0,275,873770,618955,231814,23001,264,9,2,0,eae97d36e54e31d9043ca9ae6fa2866b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PROSPECT HEIGHTS,60070,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bbafc7a3404c4ef01695a527e0cb827d,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60620,5,2079,4898,10181855,217,4,23,2,1,4351,10732092,8595375,1525967,610750,4,66,18,4,8199ff86b584a18d05ac8f72508e399f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO HTS,60411,4,1373,4,5491,1,3,0,0,0,3,5197,5197,0,0,3,0,0,0,aaa440f802f5ad8362d2ebeb22a3362b,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),ELMWOOD PARK,60707,707,3648,678,2473162,19,629,26,3,1,621,1990508,1844484,23696,122328,598,22,1,1,fecc1fb123ef3e3fbc5815e235604aa1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),LINCOLNWOOD,60712,12,3397,12,40763,1,11,0,0,0,11,46637,37550,7440,1647,9,2,0,0,512aeedcd42d4603a29a09a231eb433f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),PALOS HEIGHTS,60463,22,4098,20,81965,1,18,1,0,0,17,69641,69641,0,0,16,1,0,0,c9c2fd48e38a42791f5a10db5ad82f65,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60642,29,3559,23,81858,4,16,3,0,0,12,69956,62044,1806,6106,9,3,0,0,ec27544206fc695daaa458086100b72f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CICEERO,60804,1,503,1,503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93e658f7c7c148adbd83e5f75f9c1efe,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HANOVER PARK,60133,13,3701,13,48107,0,13,0,0,0,9,44539,41274,2806,459,9,0,0,0,1643da82ac8f6c25d2b01a8162dab25d,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),MELROSEPARK,60164,1,1179,1,1179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38bb0f67eee5561e52b88fc2c4b5ad36,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),RIVERSIDE,60546,290,2877,280,805475,9,268,3,0,0,248,788351,622050,136405,29896,243,3,2,0,0f2d8be62e0efbe16c88cc0964de734c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),CHICAGO,60654,1,264,1,264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,a7be5ff6929719ea609f36acbb988f9c,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),COUNTRY CLUB HILL,60478,2,857,2,1714,0,2,0,0,0,1,1264,1264,0,0,1,0,0,0,33de51494d2a3311add0edeba26e8afc,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),HICKORY HILLS,60457,26,2008,26,52209,2,24,0,0,0,19,35290,35090,0,200,19,0,0,0,f1ec512f95840f668f35c2e14f33b49a,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),NO RIVERSIDE,60546,1,2709,1,2709,0,1,0,0,0,1,2484,2484,0,0,1,0,0,0,9afe0ab085cfa188e5ee03241a74f934,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SAUKVILLAGE,60411,4,2329,4,9315,0,4,0,0,0,3,8805,6088,2484,234,3,0,0,0,dd883bbb38d3b37aad3c4069c9f93733,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),WILLOW SPRINGS,60480,7,2666,7,18660,0,7,0,0,0,7,20556,20399,0,157,7,0,0,0,5b65c3e78b0beba1aa9d23873944f226,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),THORNTON,60476,10,1448,10,14478,1,9,0,0,0,7,8429,7696,0,734,7,0,0,0,e645a5b728038ccde750b76f30d4adfb,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,7,1605,6,9630,1,5,0,0,0,3,4590,4590,0,0,3,0,0,0,bff07726a41487d48a5393048adce571,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60193,10,3216,10,32164,1,8,1,0,0,6,31226,28746,2480,0,5,1,0,0,73c747842a8e8f60f60952a0ad3d99c0,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SOUTHHOLLAND,60473,3,3682,3,11047,0,3,0,0,0,3,7019,4539,2480,0,3,0,0,0,b8bca2be0cf2e028fa6d1d25fdd2ab95,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),TINLEY PARK,60487,10,748,10,7475,5,5,0,0,0,4,13632,7184,6448,0,4,0,0,0,185094ca123757e461d0cb6389696287,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),WORTH,60482,16,2099,16,33591,2,14,0,0,0,11,26094,26094,0,0,11,0,0,0,b39e5963e3cd2d3e31026438ba1d4c75,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60195,1,7858,1,7858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c623dcf69e3debc6045fbf24ab608482,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),UNIVERSITY PK,60484,1,114,1,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,e3ff5a77b2d92031f21e75d27e86ae04,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),STEGER,60475,31,1650,31,51153,2,29,0,0,0,21,63782,40163,22120,1498,20,1,0,0,352d88c8f499449a8a4946322488bf83,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SHOREWOOD,60404,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,adaf66fab0779fa568d4c4d7d35c1acc,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),WESTCHESTER,60154,2,4779,2012,9615518,52,1,133,20,11,1755,7336793,6654583,314828,367383,1,89,10,3,110408fe0a3e4487bfb3e59eb092d310,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),WESTERN SPRINGS,60558,40,1644,39,64119,2,37,0,0,0,34,44683,40472,2484,1726,34,0,0,0,188e6bfac2c1b6e9545534a3bb97bd34,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SUMMIT,60501,147,3797,131,497412,4,120,7,0,0,119,428287,377923,14898,35466,114,5,0,0,6d6627de90745195379264a466a94864,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),STONE PARK,60165,160,8755,149,1304465,8,100,19,12,10,101,610556,462722,93801,54033,87,11,3,3,52e398d66e2df9c20e36f4e4651e0f4d,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SAUK VILLIAGE,60411,1,1329,1,1329,0,1,0,0,0,1,1329,1329,0,0,1,0,0,0,85682aa1849e4a5e4b0cac3f250e400f,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),WILMETTE,60091,7,2825,7,19777,0,7,0,0,0,7,19040,18520,0,520,7,0,0,0,1eb976ffb7df314126e3c891c3f333ce,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SKOKIE,60077,21,1948,21,40905,1,20,0,0,0,19,35327,30846,1808,2673,19,0,0,0,f51220d06556103baef56dd356d177e3,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SOUTH HOLLAND,60473,1,2917,1117,3258799,40,1,29,2,0,949,3699348,2763382,795183,140783,883,59,7,3,4fe85fce23834e2635261ad49c186776,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),STEGER,60411,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41c251f3dd75d14d58d05e938a924eab,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),TINLEY PARK,60477,54,1456,53,77168,12,41,0,0,0,33,78690,67140,10314,1236,33,0,0,0,58b7a9261feff141a67c510edb30c5a6,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60194,4,1450,4,5802,0,4,0,0,0,4,28792,9880,18912,0,3,1,0,0,7aecd35973467a5e7177ea5e3be46236,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),UNIVERSITY PARK,60484,6,987,6,5922,3,3,0,0,0,2,7244,4440,2804,0,2,0,0,0,8abcb22c17daa1ecc09cc03bbb7d1888,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),STICKNEY,60402,133,2585,128,330940,9,119,0,0,0,110,303076,275890,11510,15676,109,1,0,0,973015169ebd3a10a08469d988757460,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),WESTCHESTER,60153,1,14371,1,14371,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36aa1fb58cfe28c579be3981255b38dd,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),STREAMWOOD,60107,15,2529,15,37931,4,11,0,0,0,8,36068,33880,1806,383,8,0,0,0,2f7660a733bf26915e6d21e23967cf7f,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),WESTCHESTER,60254,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,be48dacf1f02648b8e25265a3c89c8fe,2014-11-20T15:20:21 +00:00
1935,Severe Storm(s),IL,Cook (County),SCHILLER PARK,60176,54,4902,54,264695,2,45,4,1,2,44,157335,148161,1806,7368,40,3,1,1,e6f1f615e373debcf87fcfeb6f82a9a1,2014-12-12T01:20:24 +00:00
1935,Severe Storm(s),IL,Cook (County),SUMMIT ARGO,60501,251,4016,237,951771,6,222,8,1,0,222,874631,718768,31081,124782,211,9,2,1,97f3ca85540e7609381b787ecd4a547a,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SO CHICAGO HTS,60411,1,447,1,447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6ad3ef541502dc2b3dd828d059f36b5f,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),WHEELING,60090,8,2067,8,16536,1,7,0,0,0,7,14848,14513,0,335,7,0,0,0,cb544084e058907b7ad384d5c463896f,2014-12-12T01:20:25 +00:00
1935,Severe Storm(s),IL,Cook (County),SKOKIE,60076,62,2515,60,150876,4,55,1,0,0,51,140493,121940,8576,9977,49,2,0,0,7277ebab10b98c3b79483d0cbf86a675,2014-12-12T01:20:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60608,14,2429,14,34010,2,11,1,0,0,8,28986,26778,2008,200,7,1,0,0,2e9c5830c7a7712df14da2e08288a756,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO RIDGE,60415,1,2009,1,2009,0,1,0,0,0,1,2009,2009,0,0,1,0,0,0,375888fc9927d9928e56781a74ab7272,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),BLUE ISLAND,60406,174,966,163,157496,36,127,0,0,0,82,169800,115958,41336,12506,81,1,0,0,23088b4161ed09ebc0766b79f368ea62,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60642,2,958,2,1915,0,2,0,0,0,0,0,0,0,0,0,0,0,0,83a0e89965668312350e4da49b0090a6,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),GOLF,60029,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fe6d400bb69ea9b7830eb7b5f15451cd,2014-11-20T15:22:03 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET CITY,60409,1,1347,1586,2135714,148,1,4,0,0,1094,1944480,1482044,288836,173600,1,8,0,0,a0a3dc7dd18bc468471de4f3ea67e721,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60655,36,761,36,27411,7,29,0,0,0,23,21198,20998,0,200,23,0,0,0,337748e5fd974840b15bb46ca9a41d6d,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60010,1,1380,1,1380,0,1,0,0,0,1,1050,1050,0,0,1,0,0,0,49f6890dabfd9e0cb731a57c09d4cc21,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60631,279,2269,269,610342,12,257,0,0,0,220,490918,461312,12998,16608,219,1,0,0,fab0b591181fc5b7fb414fea91aec552,2014-12-12T01:22:25 +00:00
1800,Severe Storm(s),IL,Cook (County),EVERGREEN PARK,60805,135,1246,133,165667,15,118,0,0,0,85,140452,122676,10146,7630,85,0,0,0,b4eecefcf36f2a066414dfce4e363f9d,2014-12-12T01:22:25 +00:00
