disasterNumber,incidentType,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,hash,lastRefresh
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60202,39,16,23,0,37,17,40914.16,35,16,40105.54,25,2,808.62,66db6f56834252421898fed1602ab1e4,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENVIEW,60025,195,82,113,0,183,152,597987.19,182,147,582143.13,131,33,15844.06,deeec68b96ffadc07de1c084fffdc836,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HAZELCREST,60429,1,0,1,0,1,0,0,1,0,0,1,0,0,cd1727835cbb6f338d71528078a65c63,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),JUSTICE,60458,11,4,7,0,11,2,8428.27,10,1,7373.53,10,2,1054.74,ff6316fa32d5b114e0b1947a9e7b9f37,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60426,52,39,13,0,48,19,26508.51,47,15,24691.96,37,6,1816.55,13e23d7a25d28703b56a7f73d64850d2,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MIDLOTHIAN,60445,94,49,45,0,86,42,70770.77,82,36,64405.17,63,8,6365.6,2c79b13e85dc5d465539f37b9d8185a7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),N RIVERSIDE,60546,1,0,1,0,1,1,857.69,1,1,857.69,1,0,0,b5d1106f18c09d43783c6f6bd997b389,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PALATINE,60067,15,5,10,0,15,9,12817.72,15,8,11627.75,9,2,1189.97,c19d6acb574a2d958588ccbbce744842,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),RICHTON PARK,60471,426,198,228,0,394,231,442066.79,390,219,419358.53,270,44,22708.26,b3c5eb35b4688ac828c0dd42be63eaa2,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),ROSEMONT,60018,19,8,11,0,17,14,109580.56,17,13,89215.5,12,6,20365.06,84826794fb42b029d0dd3a894ab50112,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60076,530,242,288,0,496,401,980346.75,481,388,916491.93,338,86,63854.82,e3087dcb5d207939aae585defec1f040,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),STREAMWWOD,60133,1,0,1,0,0,0,0,0,0,0,0,0,0,5663f585622d234a03fbb69c27a26988,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),WILLOW SPRINGS,60480,4,1,3,0,4,1,1491.83,4,0,0,3,1,1491.83,ee4cb56bd3950ada360ef6eb477d76ed,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BELLWOOD,60104,722,427,295,0,694,395,710339.17,674,359,628709.95,471,106,81629.22,16513a944953b5108fa97c6d21b9b6ec,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BURBANK,60459,16,10,6,0,16,9,16313.68,16,9,16313.68,8,0,0,225ace1b67a69cdc922c278487e97a39,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),C.C.HILLS,60478,1,0,1,0,1,1,906.8,1,1,906.8,1,0,0,507e9d97181c7d87080fdcdfc868427e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60613,2,2,0,0,2,1,10408.21,2,1,10408.21,1,0,0,1a71f0d6e1ae351f3c5dd0464f1f0fd9,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60623,217,150,67,0,209,111,325677.04,203,88,241224.88,150,51,84452.16,1e78c8b114f69262b9efcd6595340427,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60634,68,24,44,0,65,47,97305.41,64,46,90578.74,43,6,6726.67,b6dd812587bd7055c3985fa7d5ae1ca1,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60645,36,14,22,0,36,23,45484.37,36,23,43949.4,23,3,1534.97,29318b8e2fb0d66aeaee4e1abcda1b10,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60659,47,30,17,0,45,26,79149.77,44,26,77985.22,30,3,1164.55,dfe343817d924db058b23c16a7d6a0cf,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICGO,60615,1,0,1,0,0,0,0,0,0,0,0,0,0,3a8beda529c85b7096d67511c11e7e3a,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DFB,60162,1,0,1,0,1,0,0,1,0,0,1,0,0,0a976a548b2b9848cb5b078403310095,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),EVANSTON,60203,28,9,19,0,28,24,49090.22,28,23,47995.25,20,4,1094.97,565ec7efe733494f11dd7fb38fdf39c2,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENVIEW,60026,30,11,19,0,30,27,65162.51,30,27,63368.91,23,5,1793.6,dc8f8effd552e07b1341b79364990887,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HICKORY HILLS,60457,6,2,4,0,5,4,3374.37,5,4,3374.37,2,0,0,43230bc0b38244012520facc157ec866,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),KENILWORTH,60043,2,1,1,0,2,2,4842.49,2,2,4842.49,1,0,0,efab26cc3e52180569120edaac59f4d1,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAM,60428,689,446,243,0,644,335,739329.94,626,278,645208.39,444,114,94121.55,f8fa3d122594a425dc06ed464ff9cf27,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MORTON GROVE,60053,281,123,158,0,267,239,666559.93,265,239,634831.98,192,52,31727.95,849849361135de8a10cda0e0bd887962,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK FOREST,60452,60,37,23,0,56,30,31651.77,51,27,30708.29,34,4,943.48,95f4f3f998311b883a6b1a9f9d6c751f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PALATINE,60074,13,6,7,0,13,10,15710.8,13,9,14470.83,10,2,1239.97,025d5328b6adc4a6f1ce6e52b9109035,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),RICHTON PARK,60478,1,0,1,0,1,0,0,1,0,0,1,0,0,9cde46e19b4834923491d39316835c96,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SAUK VILLAGE,60411,339,183,156,0,322,193,475099.49,314,157,401909.7,249,78,73189.79,07b0780eb180c5462e868da9480ec6a4,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SKOKIE,60077,276,127,149,0,254,180,408652.78,244,172,386252.53,173,36,22400.25,1d8b13f7e62a9dbb4645e1d482ae11f9,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT,60501,3,1,2,0,3,2,5734.71,3,2,5239.71,2,1,495,acc2ea92475d25fbbced6650dc132abf,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),WILMETTE,60091,44,18,26,0,43,40,90072.94,43,40,89747.95,27,2,324.99,7644d015dc01be8a4948a2b5ea942206,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BERKELEY,60163,55,31,24,0,53,36,90237.72,53,34,85863.7,39,10,4374.02,6cd251160c5a5d1c98ef9e5e6e14f1d7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BURNHAM,60633,224,118,106,0,213,116,221155.32,206,101,187721.42,161,36,33433.9,79f6c3dab241bd24c07ee77edeeb771f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHGO,60624,1,0,1,0,1,0,0,1,0,0,1,0,0,7790d695bc7eb6fca0ce76068ffc6c9e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60614,3,2,1,0,3,2,5041.84,3,1,4791.85,2,2,249.99,5ed2c0612d6a0cee4bb50bc749fbd0d7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60624,263,141,122,0,246,95,212295.65,239,78,169909.56,177,32,42386.09,e461ba938990e6eed0ed4f199343716f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60636,916,603,313,0,883,467,998756.37,866,408,840743.97,655,177,158012.4,a7382ac6727d1684e69ba2382fdf34fc,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60646,65,21,44,0,61,42,89338.56,59,42,86621.31,37,8,2717.25,c35ef2ab81841b90ffc90b47e50afef5,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60660,6,2,4,0,6,4,17034.08,6,4,17034.08,5,0,0,76852e4d89e807764fc8d51bf19a3a4c,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CICERO,60804,38,16,22,0,35,18,56382.65,34,17,48403.83,21,6,7978.82,5ff61911e8cdbcc7eb0e0162bc8f39bc,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DIXMOOR,60426,151,99,52,0,143,62,188813.14,140,52,168584.87,101,28,20228.27,95e2becf1a4cf5f5222fb8289578a9b3,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),EVERGREEN PARK,60805,153,63,90,0,149,91,143825.13,147,82,132822.31,109,24,11002.82,8d4af4b063818878590c1b7f47245565,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),GLENWOOD,60425,343,182,161,0,324,193,446490.41,322,181,399995.77,229,53,46494.64,335bdd5c2254f1630dd281a13476fbdd,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HILLSIDE,60162,97,50,47,0,95,60,120389.39,91,56,112087.49,55,11,8301.9,728c98b193b931280fe92ba2c62d4ab6,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),LA GRANGE,60525,7,2,5,0,7,2,657.01,7,1,472.01,6,1,185,723c718d7a4a02da49dc3e7e487bfccf,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MARKHAMIL,60428,1,0,1,0,1,0,0,1,0,0,0,0,0,ba538bff3eda1033faf9de4877a5d17d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MOUNT PROSPECT,60056,107,39,68,0,102,82,185491.69,101,81,178601.84,72,13,6889.85,c244e0f0871d82b4d0bf481f95505965,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK LAWN,60453,59,19,40,0,56,24,48138.37,53,21,39123.39,43,7,9014.98,33d1d9a9e85ead83d3879fe115cd3c47,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS HEIGHTS,60463,7,2,5,0,6,5,7003.42,6,5,7003.42,5,0,0,8975709c807ded983340514c015e407f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERDALE,60419,1,0,1,0,0,0,0,0,0,0,0,0,0,16a452e82618db3caeb3623a7df5e3e2,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SAUKVILLAGE,60411,1,0,1,0,1,0,0,1,0,0,1,0,0,a1c03c0ec69953110061c14447d47937,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH BARRINGTON,60010,2,0,2,0,2,2,8167.16,2,2,8167.16,1,0,0,489ef768f81677be18e47efc558f5066,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SUMMIT ARGO,60501,8,7,1,0,8,4,4809.75,6,2,2384.01,6,3,2425.74,bf7e630511a21d32d08ef566237d8ce6,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),WINNETKA,60093,6,0,6,0,6,4,11387.03,6,4,11187.04,4,1,199.99,bf758f5d902fe6e5a8233d08358ffe5e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BERWYN,60402,37,14,23,0,36,21,25597,34,19,23851.65,26,5,1745.35,f9c83d43e456a8d7c3cad08bdd663cb7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET,60409,3,0,3,0,2,2,6335.76,2,2,6335.76,2,0,0,15fa949393f404fa6649ca89b2e7d660,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60477,1,0,1,0,0,0,0,0,0,0,0,0,0,fce4269d3f06625accfa089464160f02,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60615,85,52,33,0,83,49,162604.71,82,40,149510.27,53,16,13094.44,37b21c43b75f6ed92118e8408cacb48a,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60625,276,118,158,0,244,191,1317810.74,234,183,1158189.9,170,77,159620.84,a96d2dcf8b9fa04c85eed371131e739d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60637,395,233,162,0,367,182,392215.79,352,154,320951.26,263,61,71264.53,0f3ce71c04d38a7756d965eebe70bc00,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60647,26,16,10,0,25,13,19514.72,20,9,16477.32,21,6,3037.4,75e80163de2c2f0996eab857a9735ae5,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60686,1,1,0,0,1,0,0,1,0,0,1,0,0,50daeadde2f65a212a0abe4a4d3bc15e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CNTRY CLB HLS,60478,8,8,0,0,8,5,21953.17,8,5,21693.17,7,1,260,20c82e6a9788d27d5c4e92c048e78b7d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DOLTON,60419,1935,1,849,0,1840,1030,1803568.76,1797,921,1562901.96,1304,333,240666.8,3a531b7595fdddb90c6dc9b66013e2aa,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),EVERGREEN PK,60805,5,1,4,0,5,4,3299.87,5,4,3299.87,4,0,0,9b96b21e2ec9e4b5fbfdbcfd19face3e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),GOLF,60029,1,1,0,0,0,0,0,0,0,0,0,0,0,039f6dcc131439ede5cba9ea78987b5f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60010,1,0,1,0,1,1,1050.12,1,1,1050.12,1,0,0,e82c27f099ca9e7b14603411fd615f89,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),LA GRANGE PARK,60526,4,0,4,0,4,3,4223.51,4,3,4223.51,3,0,0,76e626f449306b80ef4505e9aa461095,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MATTESON,60443,455,213,242,0,435,259,575715.28,421,243,542132.72,321,59,33582.56,3b9a104fadf77c23485d9f8adf4ac44f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MT PROSPECT,60056,22,1,21,0,21,15,40738.8,21,15,35518.87,18,8,5219.93,ee41a3fa6780380afc8a5bccca70965f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60302,41,24,17,0,40,17,49896.44,37,14,44028.68,23,6,5867.76,b01250d977df2f838a0c71053d52310f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS HILLS,60465,8,2,6,0,5,1,1571.1,5,1,1571.1,4,0,0,5eeb4223efac8fd9c4189ab8e8ff1885,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVERDALE,60827,978,553,425,0,937,526,916591.93,904,469,773039.5,665,176,143552.43,e70f4ac514819a0cb632390d9462d79a,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SAULK VILLIAGE,60411,1,0,1,0,1,0,0,1,0,0,1,0,0,e9e5f6ab34e01afdfa5df289b8151a5e,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,24,9,15,0,22,12,28971.62,20,12,24110.36,17,4,4861.26,df50ddb9db6000777168c5f6f20364b7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),THORNTON,60476,71,36,35,0,70,45,65610.05,70,43,62304.79,51,6,3305.26,3d7b398f6d9689789d4ded384980add8,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),WORTH,60482,10,8,2,0,10,5,12955.53,10,5,12955.53,4,0,0,42cfcd3003b62ecb1b2dec96020f5c0a,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),ALSIP,60803,54,29,25,0,50,15,17074.27,44,12,16515.79,30,3,558.48,fbae18815f15eaff51dafe88c404dcb7,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),BLUE ISLAND,60406,279,147,132,0,256,95,212788.47,243,89,192151.62,198,30,20636.85,45efc05b69b238948641a4790a3953a1,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET CITY,60409,2295,1,997,0,2184,1320,2518170.96,2116,1163,2192430.25,1596,452,325740.71,9ac743e82388e76a43d1f009367d2ca2,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60479,1,0,1,0,1,1,1728.54,1,1,1728.54,1,0,0,3557a9d38aae3b3041587bc95cc13dc1,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60616,17,10,7,0,14,6,13694.93,14,5,12479.96,9,3,1214.97,222e311bace42c444ffa43ee7a6e398f,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60626,15,10,5,0,14,7,10271.16,13,7,9053.91,9,1,1217.25,992a3c0a8930dedea617b8ad6082d5ff,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60638,72,51,21,0,69,42,115292.27,67,36,107613.09,46,14,7679.18,77c436c99cbb159a959777e0069938ab,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60649,758,465,293,0,714,449,987801.62,697,410,901963.83,456,101,85837.79,c423e0707e2820433e2b0a62d73552c4,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60706,1,1,0,0,0,0,0,0,0,0,0,0,0,49e861219aee643602b9e087e9469380,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),COUNRTY CLUB HILLS,60748,1,0,1,0,1,0,0,1,0,0,1,0,0,be15608fc1dbe87db5e2e3c0dc3501ad,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),DOLTONE,60419,1,0,1,0,1,1,1777.92,1,1,1097.92,1,1,680,8c5c509a5f9619d602f7781d0e814097,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),FLOSSMOOR,60422,136,69,67,0,133,73,99554.28,131,65,91641.9,85,13,7912.38,928f73d09bcd4156a785debc9c35580c,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HANOVER PARK,60133,122,59,63,0,120,76,281981.1,114,69,260493.77,85,26,21487.33,02f26f8c0858e613689fd844ec965a60,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60169,21,16,5,0,18,13,37630.34,18,12,33675.34,9,4,3955,5442a8af7f3c30d380fe3ced06ffad15,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),LANCING,60438,1,0,1,0,1,0,0,1,0,0,1,0,0,a3fe460dfdf46e6664f1108cf049a9da,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),MAYWOOD,60153,689,406,283,0,676,307,688968.51,652,285,612037.07,478,81,76931.44,848d3f0d9ef7fd1f4843228c0a2b667c,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),NILES,60714,633,303,330,0,599,484,1263126.99,595,471,1193648.36,392,116,69478.63,a49446d65442a357315abd70f86d4815,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),OAK PARK,60304,14,6,8,0,13,10,15939.07,13,9,15330.44,11,1,608.63,df9c701a7490f7796cc6ba4977a9a41d,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),PALOS PARK,60464,2,0,2,0,2,1,4199.29,2,1,4199.29,1,0,0,a815910d8eb3d673b97b466ab3aee180,2014-11-23T02:44:41 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER FOREST,60305,54,23,31,0,51,40,233930.85,51,39,223286.59,41,10,10644.26,2a7c48314ddb95af8a3325c2fb0fc19c,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60173,3,3,0,0,1,0,0,0,0,0,1,0,0,9a2b7a618451eede42cb81c139830960,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),SOUTH HOLLAND,60473,1640,885,755,0,1588,946,1763116.1,1560,884,1608048.56,1107,223,155067.54,8ac6f73351c59221bf8628866b95bced,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),TINLEY PARK,60477,38,22,16,0,35,16,33099.55,34,15,32714.56,21,2,384.99,5e4d7a0943bc74e3097e415947f9f7d0,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60004,28,14,14,0,28,23,63654.15,26,21,54479.22,23,9,9174.93,6c6631650359d0b82531cbd47a453756,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),BOLINGBROOK,60440,1,0,1,0,1,1,1489.09,1,1,1489.09,1,0,0,6a9ee4e3ac6efbed11c115e73270f7a3,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMET CITY,60417,1,1,0,0,0,0,0,0,0,0,0,0,0,f7a8f2e499b088f3b3f33f5d5b353c2b,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60605,2,2,0,0,2,0,0,2,0,0,2,0,0,a679c6519a813277823041b54cb3973b,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60617,2564,1,944,0,2478,1713,3132207.52,2448,1580,2782539.98,1606,426,349667.54,4cb9c671317e8423298fe4107765a721,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60628,2373,1,841,0,2274,1258,2126768.24,2222,1107,1881646.56,1584,371,245121.68,3ada400b8a330f94121df5277276ba8d,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60639,178,104,74,0,167,91,203433.07,163,77,161275.6,118,36,42157.47,ec3df302e21a858288a4ef52cacd648f,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60651,484,305,179,0,463,291,562460.25,454,239,428949.15,326,111,133511.1,9122d8c0673760f5bc7e3b9a35f15095,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CHICAGO,60707,62,32,30,0,60,19,24257.14,59,18,20081.26,40,1,4175.88,fcff33b5038e1271f83a92dcb6c8dcbe,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),COUNTRY CLUB HILLS,60478,592,334,258,0,571,274,543369.92,555,242,484417.62,403,78,58952.3,8873e8b2b5accb4b7fc8ee49384a98c8,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),ELGIN,60120,47,17,30,0,45,19,100402.65,41,16,96810.7,35,7,3591.95,9ebf4ea2e82d7dbb735c4b4f7685084c,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),FORD HEIGHTS,60411,192,131,61,0,187,82,317833.85,179,59,267622.46,148,47,50211.39,79a18b2f7b17e7d217102b27918fc51f,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),HARVEY,60426,1827,1,605,0,1740,1007,2292485.77,1697,789,1966214.06,1286,453,326271.71,78127a5ab6f6b1f98529e91d7ee97508,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),HOFFMAN ESTATES,60192,2,1,1,0,2,1,1312.61,2,1,1312.61,2,0,0,d3d1aaee18d54f09e40cedb0c9b4e948,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),LANSING,60438,656,314,342,0,605,350,942805.8,567,311,858809.15,463,114,83996.65,27a0d818a8bb8bf56a1a366a34d44516,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),MC COOK,60525,1,0,1,0,1,1,2521.59,1,1,2521.59,1,0,0,38c3d30f4ec89b6b31cf99a28e922068,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),NORRIDGE,60706,53,19,34,0,50,41,116135.96,49,39,107957.83,40,10,8178.13,e60468db7981f05ff63a714fc82f4b4b,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),OLYMPIA FIELDS,60461,115,51,64,0,112,79,127811.18,111,76,122948.98,78,10,4862.2,e23e1e7fbbf3a915861c73cb11a1b8ec,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),PARK FOREST,60466,519,252,267,0,492,234,520280.25,475,200,465574.73,365,74,54705.52,074ff68b68300380c51ad5dc0d9a2f29,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),RIVER GROVE,60171,188,93,95,0,175,128,434084.99,174,118,372945.54,120,39,61139.45,a4ee141acf34ee88bcbd95e810bf287c,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),SCHAUMBURG,60193,51,15,36,0,49,34,77751.69,45,30,70546.55,36,10,7205.14,4f383ce344f6a0ba1be21746392e251c,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),ST CHARLES,60174,1,0,1,0,0,0,0,0,0,0,0,0,0,82a26e4978d8165a6938d0729924e294,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),TINLEY PARK,60487,3,2,1,0,3,1,150.57,3,1,150.57,2,0,0,895b69b38a2d96ba5aee220d06b0c226,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),ARLINGTON HEIGHTS,60005,13,4,9,0,12,7,30072.22,12,7,27960.95,12,2,2111.27,41abd801de406e5646d53336ce21a6da,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),BRIDGEVIEW,60455,7,5,2,0,6,3,2472.15,6,2,2347.15,4,1,125,fdb6aa215fc83aa078fb59b5348b083d,2014-11-23T02:44:42 +00:00
1800,Severe Storm(s),IL,Cook (County),CALUMETCITY,60409,2,0,2,0,2,0,0,2,0,0,1,0,0,0517de281bd25662e1309ca4a0024cb3,2014-11-23T02:44:42 +00:00
