Outfall Structure,Outfall Location,Tide Gate #,Waterway Reach,Plant,Open date/time,Close date/time,Gate Open Period
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2013-04-18 17:59:00,2013-04-18 18:05:00,0 days 00:06:00.000000000
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2013-04-18 18:45:00,2013-04-18 19:09:00,0 days 00:24:00.000000000
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2013-04-18 19:56:00,2013-04-18 20:24:00,0 days 00:28:00.000000000
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2013-04-18 20:30:00,2013-04-18 20:49:00,0 days 00:19:00.000000000
DS-M75,DS-M75,,NBCR Lower (NSC Confluence),,2013-04-18 21:15:00,2013-04-18 21:35:00,0 days 00:20:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 17:02:00,0 days 17:02:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2013-04-18 17:07:00,2013-04-18 21:44:00,0 days 04:37:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2013-04-18 21:54:00,2013-04-18 22:28:00,0 days 00:34:00.000000000
DS-M79,DS-M79,,NBCR Lower (NSC Confluence),,2013-04-18 22:59:00,2013-04-18 23:07:00,0 days 00:08:00.000000000
CDS-4,CDS-4,,Cal Sag Ch,,2013-04-18 00:12:00,2013-04-18 23:59:00,0 days 23:47:00.000000000
CDS-2,CDS-2,,Cal Sag Ch,,2013-04-18 00:12:00,2013-04-18 23:59:00,0 days 23:47:00.000000000
WCPS (DS-D34-AI),WCPS (DS-D34-AI),,Addison Cr,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
CDS-8,CDS-8,,Cal Sag Ch,,2013-04-18 00:14:00,2013-04-18 23:59:00,0 days 23:45:00.000000000
CDS-15-1,CDS-15-1,,Little Cal R (North),,2013-04-18 00:10:00,2013-04-18 23:59:00,0 days 23:49:00.000000000
CDS-22,CDS-22,,Grand Cal R,,2013-04-18 00:02:00,2013-04-18 23:59:00,0 days 23:57:00.000000000
CDS-23,CDS-23,,Grand Cal R,,2013-04-18 05:32:00,2013-04-18 11:24:00,0 days 05:52:00.000000000
CDS-20,CDS-20,,Little Cal R (North),,2013-04-18 00:01:00,2013-04-18 23:59:00,0 days 23:58:00.000000000
CDS-21,CDS-21,,Grand Cal R,,2013-04-18 00:01:00,2013-04-18 23:59:00,0 days 23:58:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2013-04-18 00:03:00,2013-04-18 23:59:00,0 days 23:56:00.000000000
DS-D10,DS-D10,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 11:36:00,0 days 11:36:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-18 00:01:00,2013-04-18 11:14:00,0 days 11:13:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-18 11:21:00,2013-04-18 12:38:00,0 days 01:17:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-18 12:41:00,2013-04-18 15:08:00,0 days 02:27:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-18 15:11:00,2013-04-18 15:15:00,0 days 00:04:00.000000000
CDS-14,CDS-14,,Little Cal R (North),,2013-04-18 00:12:00,2013-04-18 23:01:00,0 days 22:49:00.000000000
CDS-14,CDS-14,,Little Cal R (North),,2013-04-18 00:12:00,2013-04-18 23:01:00,0 days 22:49:00.000000000
DS-D13,DS-D13,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-D14,DS-D14,,DesPlaines Middle,,2013-04-18 03:34:00,2013-04-18 10:28:00,0 days 06:54:00.000000000
DS-D15,DS-D15,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 22:32:00,0 days 22:32:00.000000000
CDS-18,CDS-18,,Little Cal R (North),,2013-04-18 00:01:00,2013-04-18 23:59:00,0 days 23:58:00.000000000
DS-D17,DS-D17,,DesPlaines Middle,,2013-04-18 02:38:00,2013-04-18 12:33:00,0 days 09:55:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 16:48:00,0 days 16:48:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2013-04-18 17:06:00,2013-04-18 21:38:00,0 days 04:32:00.000000000
DS-M66,DS-M66,,NBCR Lower (NSC Confluence),,2013-04-18 21:45:00,2013-04-18 22:20:00,0 days 00:35:00.000000000
DS-N13R,DS-N13R,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 19:54:00,0 days 19:54:00.000000000
CDS-10,CDS-10,,Cal Sag Ch,,2013-04-18 00:12:00,2013-04-18 23:59:00,0 days 23:47:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
Obrien,Obrien,,,,2013-04-18 06:15:00,2013-04-18 23:59:00,0 days 17:44:00.000000000
CDS-12,CDS-12,,Little Cal R (North),,2013-04-18 00:29:00,2013-04-18 21:11:00,0 days 20:42:00.000000000
002 Lemont WRP,002 Lemont WRP,,CSSC Lower (SWRP),,2013-04-18 00:01:00,2013-04-18 23:59:00,0 days 23:58:00.000000000
95TH ST PS (CDS-34),95TH ST PS (CDS-34),,Cal R,,2013-04-18 04:50:00,2013-04-18 23:59:00,0 days 19:09:00.000000000
95TH ST PS (CDS-34),95TH ST PS (CDS-34),,Cal R,,2013-04-18 00:01:00,2013-04-18 00:15:00,0 days 00:14:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-18 00:00:00,2013-04-18 13:11:00,0 days 13:11:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-18 13:34:00,2013-04-18 13:42:00,0 days 00:08:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-18 14:11:00,2013-04-18 14:14:00,0 days 00:03:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-18 14:20:00,2013-04-18 14:23:00,0 days 00:03:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-18 14:34:00,2013-04-18 14:39:00,0 days 00:05:00.000000000
125TH ST PS (CDS-13),125TH ST PS (CDS-13),,Little Cal R (North),,2013-04-18 00:15:00,2013-04-18 23:59:00,0 days 23:44:00.000000000
DS-M11,DS-M11,,CSSC Lower (SWRP),,2013-04-18 00:56:00,2013-04-18 23:43:00,0 days 22:47:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2013-04-18 00:00:00,2013-04-18 17:38:00,0 days 17:38:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2013-04-18 17:59:00,2013-04-18 21:54:00,0 days 03:55:00.000000000
DS-M105W,DS-M105W,,NSC Upper (NSWRP),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
122ND ST PS (CDS-28),122ND ST PS (CDS-28),,Cal R,,2013-04-18 14:15:00,2013-04-18 15:00:00,0 days 00:45:00.000000000
DS-D26,DS-D26,,DesPlaines Middle,,2013-04-18 03:16:00,2013-04-18 10:11:00,0 days 06:55:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2013-04-18 00:04:00,2013-04-18 07:22:00,0 days 07:18:00.000000000
DS-D28,DS-D28,,DesPlaines Middle,,2013-04-18 07:28:00,2013-04-18 10:28:00,0 days 03:00:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2013-04-18 00:53:00,2013-04-18 11:33:00,0 days 10:40:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2013-04-18 12:04:00,2013-04-18 12:39:00,0 days 00:35:00.000000000
DS-N02,DS-N02,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 18:47:00,0 days 18:47:00.000000000
DS-M97,DS-M97,,NSC Lower (NSWRP),,2013-04-18 01:07:00,2013-04-18 11:51:00,0 days 10:44:00.000000000
DS-N04,DS-N04,,NBCR Upper (NSC Confluence),,2013-04-18 00:28:00,2013-04-18 10:09:00,0 days 09:41:00.000000000
DS-N03,DS-N03,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 07:13:00,0 days 07:13:00.000000000
DS-N03,DS-N03,,NBCR Upper (NSC Confluence),,2013-04-18 07:37:00,2013-04-18 08:51:00,0 days 01:14:00.000000000
DS-N06,DS-N06,,NBCR Upper (NSC Confluence),,2013-04-18 00:30:00,2013-04-18 14:13:00,0 days 13:43:00.000000000
DS-N08,DS-N08,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-N07,DS-N07,,NBCR Upper (NSC Confluence),,2013-04-18 00:56:00,2013-04-18 15:56:00,0 days 15:00:00.000000000
DS-N09,DS-N09,,NBCR Upper (NSC Confluence),,2013-04-18 01:05:00,2013-04-18 01:47:00,0 days 00:42:00.000000000
DS-N09,DS-N09,,NBCR Upper (NSC Confluence),,2013-04-18 02:34:00,2013-04-18 10:30:00,0 days 07:56:00.000000000
Wilmette,Wilmette,,,,2013-04-18 01:25:00,2013-04-18 18:30:00,0 days 17:05:00.000000000
Wilmette,Wilmette,,,,2013-04-18 18:50:00,2013-04-18 23:59:00,0 days 05:09:00.000000000
"DS-D21,25","DS-D21,25",,DesPlaines Middle,,2013-04-18 03:57:00,2013-04-18 05:59:00,0 days 02:02:00.000000000
"DS-D21,25","DS-D21,25",,DesPlaines Middle,,2013-04-18 07:33:00,2013-04-18 07:50:00,0 days 00:17:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 16:21:00,0 days 16:21:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
Indirect (UDP-DS5) (K27),Indirect (UDP-DS5) (K27),,Weller Cr,,2013-04-18 02:45:00,2013-04-19 00:00:00,0 days 21:15:00.000000000
DS-M84,DS-M84,,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 23:36:00,0 days 23:36:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 23:48:00,0 days 23:48:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 15:39:00,0 days 15:39:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-D33,DS-D33,,DesPlaines Middle,,2013-04-18 02:57:00,2013-04-18 13:10:00,0 days 10:13:00.000000000
DS-D32,DS-D32,,DesPlaines Middle,,2013-04-18 02:38:00,2013-04-18 13:26:00,0 days 10:48:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2013-04-18 00:00:00,2013-04-18 22:55:00,0 days 22:55:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2013-04-18 23:01:00,2013-04-18 23:40:00,0 days 00:39:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2013-04-18 23:54:00,2013-04-18 23:59:00,0 days 00:05:00.000000000
DS-N11,DS-N11,,NBCR Upper (NSC Confluence),,2013-04-18 00:55:00,2013-04-18 11:20:00,0 days 10:25:00.000000000
"RAPS (DS-M27, DS-M28, DS-M29)","RAPS (DS-M27, DS-M28, DS-M29)",,SF SB Chicago R,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 18:23:00,0 days 18:23:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2013-04-18 18:55:00,2013-04-18 20:30:00,0 days 01:35:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2013-04-18 21:25:00,2013-04-18 21:46:00,0 days 00:21:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2013-04-18 00:54:00,2013-04-18 01:32:00,0 days 00:38:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2013-04-18 03:08:00,2013-04-18 10:56:00,0 days 07:48:00.000000000
DS-N12,DS-N12,,NBCR Upper (NSC Confluence),,2013-04-18 03:52:00,2013-04-18 04:43:00,0 days 00:51:00.000000000
DS-N19,DS-N19,,NBCR Upper (NSC Confluence),,2013-04-18 00:07:00,2013-04-18 21:11:00,0 days 21:04:00.000000000
DS-N18,DS-N18,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 22:40:00,0 days 22:40:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 03:38:00,2013-04-18 06:23:00,0 days 02:45:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 06:31:00,2013-04-18 07:13:00,0 days 00:42:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 07:25:00,2013-04-18 07:32:00,0 days 00:07:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 07:38:00,2013-04-18 10:35:00,0 days 02:57:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 13:14:00,2013-04-18 13:21:00,0 days 00:07:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 13:39:00,2013-04-18 16:55:00,0 days 03:16:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 17:03:00,2013-04-18 17:05:00,0 days 00:02:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 17:10:00,2013-04-18 17:15:00,0 days 00:05:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 17:22:00,2013-04-18 17:29:00,0 days 00:07:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 19:03:00,2013-04-18 19:20:00,0 days 00:17:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 19:32:00,2013-04-18 19:36:00,0 days 00:04:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 19:59:00,2013-04-18 20:03:00,0 days 00:04:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 20:51:00,2013-04-18 21:00:00,0 days 00:09:00.000000000
DS-M104E,DS-M104E,,NSC Upper (NSWRP),,2013-04-18 21:23:00,2013-04-18 21:29:00,0 days 00:06:00.000000000
DS-N17,DS-N17,,NBCR Upper (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 16:38:00,0 days 16:38:00.000000000
DS-N16,DS-N16,,NBCR Upper (NSC Confluence),,2013-04-18 00:33:00,2013-04-18 01:23:00,0 days 00:50:00.000000000
DS-N16,DS-N16,,NBCR Upper (NSC Confluence),,2013-04-18 01:26:00,2013-04-18 01:56:00,0 days 00:30:00.000000000
DS-N16,DS-N16,,NBCR Upper (NSC Confluence),,2013-04-18 02:07:00,2013-04-18 10:30:00,0 days 08:23:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-18 00:00:00,2013-04-18 12:40:00,0 days 12:40:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-18 12:52:00,2013-04-18 13:22:00,0 days 00:30:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-18 13:29:00,2013-04-18 15:12:00,0 days 01:43:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-18 15:22:00,2013-04-18 15:33:00,0 days 00:11:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
UDP-DS6 (K22),UDP-DS6 (K22),,Weller Cr,,2013-04-18 11:18:00,2013-04-19 00:00:00,0 days 12:42:00.000000000
"DS-D22,24,25","DS-D22,24,25",,DesPlaines Middle,,2013-04-18 03:55:00,2013-04-18 10:52:00,0 days 06:57:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2013-04-18 00:00:00,2013-04-18 18:42:00,0 days 18:42:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2013-04-18 00:45:00,2013-04-18 17:21:00,0 days 16:36:00.000000000
NBPS (DS-M90 & DS-M91),NBPS (DS-M90 & DS-M91),,NBCR Lower (NSC Confluence),,2013-04-18 17:38:00,2013-04-18 17:50:00,0 days 00:12:00.000000000
UDP-DS1 (K1),UDP-DS1 (K1),,Weller Cr,,2013-04-18 11:01:00,2013-04-19 00:00:00,0 days 12:59:00.000000000
CRCW,CRCW,,,,2013-04-18 04:30:00,2013-04-18 23:59:00,0 days 19:29:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2013-04-18 05:13:00,2013-04-18 07:20:00,0 days 02:07:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-M21,DS-M21,,CSSC Upper (SWRP),,2013-04-18 00:00:00,2013-04-18 11:30:00,0 days 11:30:00.000000000
DS-M21,DS-M21,,CSSC Upper (SWRP),,2013-04-18 12:00:00,2013-04-18 16:56:00,0 days 04:56:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2013-04-18 00:00:00,2013-04-18 16:57:00,0 days 16:57:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2013-04-18 17:10:00,2013-04-18 17:15:00,0 days 00:05:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2013-04-18 17:37:00,2013-04-18 17:48:00,0 days 00:11:00.000000000
DS-M20,DS-M20,,CSSC Upper (SWRP),,2013-04-18 18:09:00,2013-04-18 18:12:00,0 days 00:03:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 00:27:00,2013-04-18 16:51:00,0 days 16:24:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 17:01:00,2013-04-18 17:14:00,0 days 00:13:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 17:21:00,2013-04-18 18:14:00,0 days 00:53:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 18:30:00,2013-04-18 19:10:00,0 days 00:40:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 19:15:00,2013-04-18 19:33:00,0 days 00:18:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 19:55:00,2013-04-18 21:30:00,0 days 01:35:00.000000000
DS-M25,DS-M25,,SB Chicago R,,2013-04-18 21:55:00,2013-04-18 22:03:00,0 days 00:08:00.000000000
DS-D52,DS-D52,,DesPlaines Middle,,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-M26,DS-M26,,SF SB Chicago R,,2013-04-18 01:31:00,2013-04-18 09:32:00,0 days 08:01:00.000000000
DS-D20I,DS-D20I,,DesPlaines Middle,,2013-04-18 03:49:00,2013-04-18 06:13:00,0 days 02:24:00.000000000
DS-D20I,DS-D20I,,DesPlaines Middle,,2013-04-18 07:29:00,2013-04-18 08:38:00,0 days 01:09:00.000000000
TGNASH,TGNASH,,CSSC Upper (SWRP),,2013-04-18 00:39:00,2013-04-18 00:47:00,0 days 00:08:00.000000000
TGNASH,TGNASH,,CSSC Upper (SWRP),,2013-04-18 01:02:00,2013-04-18 01:23:00,0 days 00:21:00.000000000
TGNASH,TGNASH,,CSSC Upper (SWRP),,2013-04-18 22:35:00,2013-04-18 22:40:00,0 days 00:05:00.000000000
DS-M106E,DS-M106E,,NSC Upper (NSWRP),,2013-04-18 00:00:00,2013-04-18 23:59:00,0 days 23:59:00.000000000
DS-M82,DS-M82,,NBCR Lower (NSC Confluence),,2013-04-17 15:48:00,2013-04-17 23:59:00,0 days 08:11:00.000000000
DS-D52,DS-D52,,DesPlaines Middle,,2013-04-17 17:09:00,2013-04-17 23:59:00,0 days 06:50:00.000000000
DS-M86,DS-M86,,NBCR Lower (NSC Confluence),,2013-04-17 16:21:00,2013-04-17 18:04:00,0 days 01:43:00.000000000
DS-M84,DS-M84,,NBCR Lower (NSC Confluence),,2013-04-17 16:10:00,2013-04-17 23:59:00,0 days 07:49:00.000000000
DS-M19,DS-M19,,CSSC Upper (SWRP),,2013-04-17 17:32:00,2013-04-17 19:09:00,0 days 01:37:00.000000000
PULASKI RD PS (18E-PS),PULASKI RD PS (18E-PS),,Cal Sag Ch,,2013-04-17 00:01:00,2013-04-18 00:00:00,0 days 23:59:00.000000000
DS-M15,DS-M15,,CSSC Upper (SWRP),,2013-04-17 16:28:00,2013-04-17 23:59:00,0 days 07:31:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-17 16:08:00,2013-04-17 20:58:00,0 days 04:50:00.000000000
DS-M13,DS-M13,,CSSC Upper (SWRP),,2013-04-17 21:52:00,2013-04-17 23:59:00,0 days 02:07:00.000000000
DS-M10,DS-M10,,CSSC Lower (SWRP),,2013-04-17 17:20:00,2013-04-17 23:59:00,0 days 06:39:00.000000000
DS-M45,DS-M45,,SB Chicago R,,2013-04-17 17:01:00,2013-04-17 18:20:00,0 days 01:19:00.000000000
DS-M49,DS-M49,,SB Chicago R,,2013-04-17 16:59:00,2013-04-17 17:19:00,0 days 00:20:00.000000000
DS-M47,DS-M47,,SB Chicago R,,2013-04-17 17:03:00,2013-04-17 17:16:00,0 days 00:13:00.000000000
DS-M88,DS-M88,,NBCR Lower (NSC Confluence),,2013-04-17 16:06:00,2013-04-17 23:59:00,0 days 07:53:00.000000000
DS-D41,DS-D41,,DesPlaines Lower,,2013-04-17 17:01:00,2013-04-17 23:59:00,0 days 06:58:00.000000000
DS-M08,DS-M08,,CSSC Lower (SWRP),,2013-04-17 15:52:00,2013-04-17 23:59:00,0 days 08:07:00.000000000
DS-M97,DS-M97,,NSC Lower (NSWRP),,2013-04-17 16:11:00,2013-04-17 18:52:00,0 days 02:41:00.000000000
DS-M09,DS-M09,,CSSC Lower (SWRP),,2013-04-17 17:04:00,2013-04-17 17:23:00,0 days 00:19:00.000000000
DS-M03,DS-M03,,CSSC Lower (SWRP),,2013-04-17 16:12:00,2013-04-17 23:59:00,0 days 07:47:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2013-04-17 17:00:00,2013-04-17 19:07:00,0 days 02:07:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2013-04-17 19:39:00,2013-04-17 20:38:00,0 days 00:59:00.000000000
DS-D48,DS-D48,,DesPlaines Lower,,2013-04-17 21:20:00,2013-04-17 23:59:00,0 days 02:39:00.000000000
002 Lemont WRP,002 Lemont WRP,,CSSC Lower (SWRP),,2013-04-17 21:52:00,2013-04-18 00:00:00,0 days 02:08:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2013-04-17 17:01:00,2013-04-17 20:49:00,0 days 03:48:00.000000000
DS-D49,DS-D49,,DesPlaines Lower,,2013-04-17 21:23:00,2013-04-17 23:59:00,0 days 02:36:00.000000000
DS-M109 N,DS-M109 N,,NSC Upper (NSWRP),,2013-04-17 15:58:00,2013-04-17 23:59:00,0 days 08:01:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2013-04-17 17:06:00,2013-04-17 18:32:00,0 days 01:26:00.000000000
"DS-D39,42,46","DS-D39,42,46",,Salt Cr,,2013-04-17 17:04:00,2013-04-17 23:59:00,0 days 06:55:00.000000000
DS-M51,DS-M51,,SB Chicago R,,2013-04-17 16:58:00,2013-04-17 17:09:00,0 days 00:11:00.000000000
DS-M51,DS-M51,,SB Chicago R,,2013-04-17 17:19:00,2013-04-17 18:28:00,0 days 01:09:00.000000000
DS-D08,DS-D08,,DesPlaines Middle,,2013-04-17 15:58:00,2013-04-17 17:02:00,0 days 01:04:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2013-04-17 17:00:00,2013-04-17 20:43:00,0 days 03:43:00.000000000
DS-D31,DS-D31,,DesPlaines Middle,,2013-04-17 21:13:00,2013-04-17 23:59:00,0 days 02:46:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2013-04-17 17:01:00,2013-04-17 20:38:00,0 days 03:37:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2013-04-17 21:26:00,2013-04-17 22:25:00,0 days 00:59:00.000000000
"DS-D37,38","DS-D37,38",,Salt Cr,,2013-04-17 17:02:00,2013-04-17 23:59:00,0 days 06:57:00.000000000
DS-N13R,DS-N13R,,NBCR Upper (NSC Confluence),,2013-04-17 15:43:00,2013-04-17 23:59:00,0 days 08:16:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-17 15:28:00,2013-04-17 15:34:00,0 days 00:06:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-17 15:40:00,2013-04-17 15:46:00,0 days 00:06:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-17 15:53:00,2013-04-17 15:58:00,0 days 00:05:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-17 16:32:00,2013-04-17 16:37:00,0 days 00:05:00.000000000
TG-I28 & I29,TG-I28 & I29,,SB Chicago R,,2013-04-17 17:21:00,2013-04-17 18:37:00,0 days 01:16:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2013-04-17 17:13:00,2013-04-17 18:43:00,0 days 01:30:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2013-04-17 23:02:00,2013-04-17 23:12:00,0 days 00:10:00.000000000
TG-I9,TG-I9,,CSSC Upper (SWRP),,2013-04-17 23:21:00,2013-04-17 23:59:00,0 days 00:38:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2013-04-17 17:00:00,2013-04-17 18:41:00,0 days 01:41:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2013-04-17 21:51:00,2013-04-17 22:15:00,0 days 00:24:00.000000000
DS-D35,DS-D35,,DesPlaines Middle,,2013-04-17 23:42:00,2013-04-17 23:59:00,0 days 00:17:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2013-04-17 17:46:00,2013-04-17 18:59:00,0 days 01:13:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2013-04-17 19:19:00,2013-04-17 20:14:00,0 days 00:55:00.000000000
DS-D36,DS-D36,,DesPlaines Middle,,2013-04-17 21:26:00,2013-04-17 23:59:00,0 days 02:33:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-17 17:18:00,2013-04-17 19:01:00,0 days 01:43:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-17 22:59:00,2013-04-17 23:28:00,0 days 00:29:00.000000000
DS-M38,DS-M38,,SB Chicago R,,2013-04-17 23:52:00,2013-04-17 23:59:00,0 days 00:07:00.000000000
"DS-D44,45","DS-D44,45",,DesPlaines Lower,,2013-04-17 17:06:00,2013-04-17 23:59:00,0 days 06:53:00.000000000
"DS-D19,23","DS-D19,23",,DesPlaines Middle,,2013-04-17 17:07:00,2013-04-17 19:04:00,0 days 01:57:00.000000000
